datetime,open,high,low,close,volume,adx_14,plus_di_14,minus_di_14,adx_signal,williams_r_14,williams_r_signal,cci_20,cci_signal,mfi_14,mfi_signal,aroon_up_25,aroon_down_25,aroon_signal,adx_formula,williams_r_formula,cci_formula,mfi_formula,aroon_formula,live_execution_rule
2026-03-19 14:20:00-04:00,248.2899932861328,248.41000366210938,248.25,248.33599853515625,113751,18.3518,20.9248,19.0065,,-23.4397,,26.4067,,66.2161,bear_money_flow_fade,8.3333,83.3333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 14:25:00-04:00,248.31509399414062,248.4600067138672,248.01800537109375,248.02200317382812,94723,17.4733,19.2338,21.7121,,-59.5352,,9.3424,,65.8768,,4.1667,79.1667,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 14:30:00-04:00,248.00999450683594,248.19000244140625,247.8800048828125,248.14999389648438,126929,17.0751,18.1274,23.024,,-44.822,,-2.046,,65.1552,,0.0,75.0,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 14:35:00-04:00,248.14999389648438,248.1999969482422,247.89500427246094,247.94000244140625,6410651,16.6668,17.2742,21.7013,,-68.6008,,-11.4058,,33.7198,,0.0,70.8333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 14:40:00-04:00,247.9550018310547,247.97999572753906,247.6699981689453,247.7200927734375,0,16.9513,16.2522,24.7116,,-94.1744,,-48.9064,,33.7198,,0.0,100.0,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 14:45:00-04:00,247.7100067138672,247.94000244140625,247.7100067138672,247.86990356445312,104216,17.2156,15.5187,23.5962,,-76.7527,bull_recover_from_oversold,-46.2497,,34.2972,,0.0,95.8333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 14:50:00-04:00,247.85000610351562,248.00999450683594,247.76089477539062,248.0050048828125,6605871,17.1469,16.1478,22.416,,-61.0416,,-33.1348,,51.2212,,29.1667,91.6667,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 14:55:00-04:00,248.0,248.57000732421875,247.96499633789062,248.4001007080078,308932,16.7454,24.9878,19.8228,,-18.8783,,51.9025,,51.9653,,100.0,87.5,bull_aroon_cross,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:00:00-04:00,248.42999267578125,249.14999389648438,248.39999389648438,248.7100067138672,0,17.7025,31.9902,17.171,,-29.7289,bear_fall_from_overbought,144.2344,,51.764,,100.0,83.3333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:05:00-04:00,248.6699981689453,249.42999267578125,248.6699981689453,249.07000732421875,493200,19.0832,32.6083,14.9835,,-20.4538,,187.3078,,67.7616,,100.0,79.1667,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:10:00-04:00,249.02999877929688,249.58999633789062,248.50999450683594,249.05999755859375,369224,20.3654,27.2883,12.539,,-27.6041,,167.4882,,66.562,,100.0,75.0,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:15:00-04:00,249.0500030517578,249.3699951171875,248.7801055908203,248.97999572753906,241688,21.5559,24.8989,11.441,,-31.7709,,151.1695,,65.5797,,95.8333,70.8333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:20:00-04:00,248.9550018310547,249.0,248.4600067138672,248.4600067138672,188151,21.4533,22.9203,15.2423,,-58.8537,,71.1884,bear_fall_from_overbought,50.6364,,91.6667,66.6667,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:25:00-04:00,248.47999572753906,248.5399932861328,248.1699981689453,248.47000122070312,172888,20.4358,21.6508,18.7394,,-58.3331,,19.9208,,50.0609,,87.5,62.5,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:30:00-04:00,248.44000244140625,248.77999877929688,248.32000732421875,248.5850067138672,191392,20.0704,23.7582,17.4457,,-52.3433,,50.2052,,50.315,,83.3333,58.3333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:35:00-04:00,248.5500030517578,248.85000610351562,248.2899932861328,248.7949981689453,173673,19.8927,22.8238,15.9977,,-41.4062,,60.7489,,51.187,,79.1667,54.1667,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:40:00-04:00,248.81500244140625,248.81500244140625,248.39999389648438,248.51499938964844,179953,19.7278,21.4059,15.0038,,-55.9895,,40.2871,,51.01,,75.0,50.0,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:45:00-04:00,248.50999450683594,248.6999969482422,248.3000030517578,248.52999877929688,230657,19.2185,20.1092,15.6093,,-55.2083,,20.7297,,85.0325,,70.8333,45.8333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:50:00-04:00,248.52999877929688,248.88999938964844,248.3000030517578,248.71499633789062,391449,19.244,21.1709,14.2391,,-46.5428,,43.9404,,85.6407,,66.6667,41.6667,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-19 15:55:00-04:00,248.72000122070312,249.3300018310547,248.72000122070312,248.90699768066406,1241491,20.2216,25.6894,12.9619,,-37.3407,,105.955,,87.1594,,62.5,37.5,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-20 09:30:00-04:00,248.11000061035156,248.72999572753906,246.9199981689453,247.13999938964844,10801737,20.4363,19.5788,31.4265,bear_di_cross,-91.7602,,-155.0018,bear_fall_from_overbought,18.7541,bear_money_flow_fade,58.3333,100.0,bear_aroon_cross,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-20 09:35:00-04:00,247.16000366210938,247.26449584960938,246.69500732421875,246.8699951171875,530736,20.9308,18.2397,31.9792,,-93.9555,,-223.2699,,16.4487,,54.1667,100.0,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-20 09:40:00-04:00,246.90249633789062,247.64999389648438,246.61000061035156,247.3300018310547,578316,20.5684,20.472,28.1877,,-75.8389,bull_recover_from_oversold,-156.2282,,19.5016,,50.0,100.0,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-20 09:45:00-04:00,247.33999633789062,248.0500030517578,247.3000030517578,247.81500244140625,613502,19.4732,23.2428,25.811,,-59.5636,,-77.3032,bull_recover_from_oversold,20.0968,,45.8333,95.8333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-20 09:50:00-04:00,247.80999755859375,248.75999450683594,247.5800018310547,248.6300048828125,485861,18.8291,27.8587,22.5845,,-26.8113,,-1.6633,,22.9903,,41.6667,91.6667,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-20 09:55:00-04:00,248.6199951171875,248.6862030029297,247.52999877929688,247.67999267578125,600349,18.1427,24.6123,20.4566,,-60.6621,,-50.261,,22.4881,,37.5,87.5,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
2026-03-20 10:00:00-04:00,247.66000366210938,247.7550048828125,246.82000732421875,247.16000366210938,981774,17.3274,22.3446,25.5682,,-79.7793,,-130.0573,,21.4524,,33.3333,83.3333,,"ADX 14 Wilder: +DM/-DM from high/low movement, TR/ATR Wilder EMA alpha=1/14, +DI/-DI, DX, ADX. Signals: trend_strength_on when ADX crosses above 25; bull/bear DI cross only if ADX>20.","Williams %R 14: -100*(highest_high14-close)/(highest_high14-lowest_low14). Bull when crosses above -80, bear when crosses below -20.","CCI 20: typical price=(H+L+C)/3, SMA20, mean absolute deviation, CCI=(TP-SMA)/(0.015*MAD). Bull when crosses above -100, bear when crosses below +100.","MFI 14: typical price*volume positive/negative money flow sums. MFI=100-(100/(1+PMF/NMF)). Bull when crosses above 30, bear when crosses below 70.","Aroon 25: bars since highest high/lowest low converted to 0-100. Bull when Aroon Up crosses above Down, bear when Down crosses above Up.",Signal candle close = confirmation only. Earliest live entry = next candle/open. No same-candle execution.
